"";"DatasetNr";"ItSeqNumber";"ItemTypeNr";"MCKey";"MaxScor";"Weight";"Calamity";"AltLabels";"nAlt"
"1";17209;1;1;"";"12";"1.0";"0";NA;NA
"2";17209;2;1;"";"6";"1.0";"0";NA;NA
"3";17209;3;1;"";"2";"1.0";"0";NA;NA
"4";17209;4;1;"";"3";"1.0";"0";NA;NA
"5";17209;5;1;"";"1";"1.0";"0";NA;NA
"6";17209;6;1;"";"2";"1.0";"0";NA;NA
"7";17209;7;1;"";"3";"1.0";"0";NA;NA
"8";17209;8;1;"";"4";"1.0";"0";NA;NA
"9";17209;9;1;"";"1";"1.0";"0";NA;NA
"10";17209;10;1;"";"1";"1.0";"0";NA;NA
"11";17209;11;1;"";"2";"1.0";"0";NA;NA
"12";17209;12;1;"";"2";"1.0";"0";NA;NA
"13";17209;13;1;"";"4";"1.0";"0";NA;NA
"14";17209;14;1;"";"15";"1.0";"0";NA;NA
"15";17209;15;1;"";"1";"1.0";"0";NA;NA
"16";17209;16;1;"";"1";"1.0";"0";NA;NA
"17";17209;17;1;"";"1";"1.0";"0";NA;NA
"18";17209;18;1;"";"1";"1.0";"0";NA;NA
"19";17209;19;1;"";"1";"1.0";"0";NA;NA
"20";17209;20;1;"";"2";"1.0";"0";NA;NA
"21";17209;21;1;"";"2";"1.0";"0";NA;NA
"22";17209;22;1;"";"1";"1.0";"0";NA;NA
"23";17209;23;1;"";"2";"1.0";"0";NA;NA
"24";17209;24;1;"";"2";"1.0";"0";NA;NA
"25";17209;25;1;"";"1";"1.0";"0";NA;NA
"26";17209;26;1;"";"1";"1.0";"0";NA;NA
"27";17209;27;1;"";"1";"1.0";"0";NA;NA
"28";17209;28;1;"";"3";"1.0";"0";NA;NA
"29";17209;29;1;"";"2";"1.0";"0";NA;NA
"30";17209;30;1;"";"4";"1.0";"0";NA;NA
"31";17209;31;1;"";"2";"1.0";"0";NA;NA
"32";17209;32;1;"";"1";"1.0";"0";NA;NA
"33";17209;33;1;"";"3";"1.0";"0";NA;NA
"34";17209;34;1;"";"2";"1.0";"0";NA;NA
"35";17209;35;1;"";"1";"1.0";"0";NA;NA
"36";17209;36;1;"";"15";"1.0";"0";NA;NA
"37";17209;37;1;"";"4";"1.0";"0";NA;NA
"38";17210;1;1;"";"14";"1.0";"0";NA;NA
"39";17210;2;1;"";"4";"1.0";"0";NA;NA
"40";17210;3;1;"";"4";"1.0";"0";NA;NA
"41";17210;4;1;"";"2";"1.0";"0";NA;NA
"42";17210;5;1;"";"1";"1.0";"0";NA;NA
"43";17210;6;1;"";"3";"1.0";"0";NA;NA
"44";17210;7;1;"";"1";"1.0";"0";NA;NA
"45";17210;8;1;"";"2";"1.0";"0";NA;NA
"46";17210;9;1;"";"2";"1.0";"0";NA;NA
"47";17210;10;1;"";"4";"1.0";"0";NA;NA
"48";17210;11;1;"";"15";"1.0";"0";NA;NA
"49";17210;12;1;"";"3";"1.0";"0";NA;NA
"50";17210;13;1;"";"3";"1.0";"0";NA;NA
"51";17210;14;1;"";"1";"1.0";"0";NA;NA
"52";17210;15;1;"";"4";"1.0";"0";NA;NA
"53";17210;16;1;"";"15";"1.0";"0";NA;NA
"54";17210;17;1;"";"1";"1.0";"0";NA;NA
"55";17210;18;1;"";"1";"1.0";"0";NA;NA
"56";17210;19;1;"";"1";"1.0";"0";NA;NA
"57";17210;20;1;"";"1";"1.0";"0";NA;NA
"58";17210;21;1;"";"2";"1.0";"0";NA;NA
"59";17210;22;1;"";"2";"1.0";"0";NA;NA
"60";17210;23;1;"";"1";"1.0";"0";NA;NA
"61";17210;24;1;"";"2";"1.0";"0";NA;NA
"62";17210;25;1;"";"2";"1.0";"0";NA;NA
"63";17210;26;1;"";"1";"1.0";"0";NA;NA
"64";17210;27;1;"";"1";"1.0";"0";NA;NA
"65";17210;28;1;"";"3";"1.0";"0";NA;NA
"66";17210;29;1;"";"2";"1.0";"0";NA;NA
"67";17210;30;1;"";"4";"1.0";"0";NA;NA
"68";17210;31;1;"";"2";"1.0";"0";NA;NA
"69";17210;32;1;"";"1";"1.0";"0";NA;NA
"70";17210;33;1;"";"2";"1.0";"0";NA;NA
"71";17210;34;1;"";"1";"1.0";"0";NA;NA
"72";17210;35;1;"";"15";"1.0";"0";NA;NA
"73";17210;36;1;"";"4";"1.0";"0";NA;NA
"74";17211;1;1;"";"13";"1.0";"0";NA;NA
"75";17211;2;1;"";"5";"1.0";"0";NA;NA
"76";17211;3;1;"";"2";"1.0";"0";NA;NA
"77";17211;4;1;"";"2";"1.0";"0";NA;NA
"78";17211;5;1;"";"2";"1.0";"0";NA;NA
"79";17211;6;1;"";"2";"1.0";"0";NA;NA
"80";17211;7;1;"";"3";"1.0";"0";NA;NA
"81";17211;8;1;"";"1";"1.0";"0";NA;NA
"82";17211;9;1;"";"10";"1.0";"0";NA;NA
"83";17211;10;1;"";"2";"1.0";"0";NA;NA
"84";17211;11;1;"";"2";"1.0";"0";NA;NA
"85";17211;12;1;"";"3";"1.0";"0";NA;NA
"86";17211;13;1;"";"4";"1.0";"0";NA;NA
"87";17211;14;1;"";"4";"1.0";"0";NA;NA
"88";17211;15;1;"";"3";"1.0";"0";NA;NA
"89";17211;16;1;"";"3";"1.0";"0";NA;NA
"90";17211;17;1;"";"3";"1.0";"0";NA;NA
"91";17211;18;1;"";"3";"1.0";"0";NA;NA
"92";17211;19;1;"";"3";"1.0";"0";NA;NA
"93";17211;20;1;"";"2";"1.0";"0";NA;NA
"94";17211;21;1;"";"2";"1.0";"0";NA;NA
"95";17211;22;1;"";"2";"1.0";"0";NA;NA
"96";17211;23;1;"";"4";"1.0";"0";NA;NA
"97";17211;24;1;"";"20";"1.0";"0";NA;NA
"98";17211;25;1;"";"2";"1.0";"0";NA;NA
"99";17211;26;1;"";"9";"1.0";"0";NA;NA
"100";17211;27;1;"";"2";"1.0";"0";NA;NA
"101";17212;1;1;"";"14";"1.0";"0";NA;NA
"102";17212;2;1;"";"4";"1.0";"0";NA;NA
"103";17212;3;1;"";"2";"1.0";"0";NA;NA
"104";17212;4;1;"";"2";"1.0";"0";NA;NA
"105";17212;5;1;"";"10";"1.0";"0";NA;NA
"106";17212;6;1;"";"2";"1.0";"0";NA;NA
"107";17212;7;1;"";"2";"1.0";"0";NA;NA
"108";17212;8;1;"";"2";"1.0";"0";NA;NA
"109";17212;9;1;"";"1";"1.0";"0";NA;NA
"110";17212;10;1;"";"5";"1.0";"0";NA;NA
"111";17212;11;1;"";"15";"1.0";"0";NA;NA
"112";17212;12;1;"";"2";"1.0";"0";NA;NA
"113";17212;13;1;"";"2";"1.0";"0";NA;NA
"114";17212;14;1;"";"3";"1.0";"0";NA;NA
"115";17212;15;1;"";"4";"1.0";"0";NA;NA
"116";17212;16;1;"";"4";"1.0";"0";NA;NA
"117";17212;17;1;"";"3";"1.0";"0";NA;NA
"118";17212;18;1;"";"3";"1.0";"0";NA;NA
"119";17212;19;1;"";"3";"1.0";"0";NA;NA
"120";17212;20;1;"";"3";"1.0";"0";NA;NA
"121";17212;21;1;"";"2";"1.0";"0";NA;NA
"122";17212;22;1;"";"2";"1.0";"0";NA;NA
"123";17212;23;1;"";"2";"1.0";"0";NA;NA
"124";17212;24;1;"";"4";"1.0";"0";NA;NA
"125";17212;25;1;"";"20";"1.0";"0";NA;NA
"126";17212;26;1;"";"2";"1.0";"0";NA;NA
"127";17212;27;1;"";"9";"1.0";"0";NA;NA
"128";17212;28;1;"";"1";"1.0";"0";NA;NA
"129";17213;1;1;"";"7";"1.0";"0";NA;NA
"130";17213;2;1;"";"10";"1.0";"0";NA;NA
"131";17213;3;1;"";"2";"1.0";"0";NA;NA
"132";17213;4;1;"";"3";"1.0";"0";NA;NA
"133";17213;5;1;"";"1";"1.0";"0";NA;NA
"134";17213;6;1;"";"2";"1.0";"0";NA;NA
"135";17213;7;1;"";"4";"1.0";"0";NA;NA
"136";17213;8;1;"";"2";"1.0";"0";NA;NA
"137";17213;9;1;"";"2";"1.0";"0";NA;NA
"138";17213;10;1;"";"1";"1.0";"0";NA;NA
"139";17213;11;1;"";"2";"1.0";"0";NA;NA
"140";17213;12;1;"";"5";"1.0";"0";NA;NA
"141";17213;13;1;"";"2";"1.0";"0";NA;NA
"142";17213;14;1;"";"1";"1.0";"0";NA;NA
"143";17213;15;1;"";"15";"1.0";"0";NA;NA
"144";17213;16;1;"";"3";"1.0";"0";NA;NA
"145";17213;17;1;"";"2";"1.0";"0";NA;NA
"146";17213;18;1;"";"2";"1.0";"0";NA;NA
"147";17213;19;1;"";"4";"1.0";"0";NA;NA
"148";17213;20;1;"";"1";"1.0";"0";NA;NA
"149";17213;21;1;"";"6";"1.0";"0";NA;NA
"150";17213;22;1;"";"7";"1.0";"0";NA;NA
"151";17213;23;1;"";"10";"1.0";"0";NA;NA
"152";17213;24;1;"";"4";"1.0";"0";NA;NA
"153";17213;25;1;"";"5";"1.0";"0";NA;NA
"154";17213;26;1;"";"2";"1.0";"0";NA;NA
"155";17213;27;1;"";"2";"1.0";"0";NA;NA
"156";17213;28;1;"";"2";"1.0";"0";NA;NA
"157";17213;29;1;"";"3";"1.0";"0";NA;NA
"158";17213;30;1;"";"2";"1.0";"0";NA;NA
"159";17214;1;1;"";"10";"1.0";"0";NA;NA
"160";17214;2;1;"";"7";"1.0";"0";NA;NA
"161";17214;3;1;"";"15";"1.0";"0";NA;NA
"162";17214;4;1;"";"3";"1.0";"0";NA;NA
"163";17214;5;1;"";"2";"1.0";"0";NA;NA
"164";17214;6;1;"";"2";"1.0";"0";NA;NA
"165";17214;7;1;"";"4";"1.0";"0";NA;NA
"166";17214;8;1;"";"2";"1.0";"0";NA;NA
"167";17214;9;1;"";"6";"1.0";"0";NA;NA
"168";17214;10;1;"";"4";"1.0";"0";NA;NA
"169";17214;11;1;"";"3";"1.0";"0";NA;NA
"170";17214;12;1;"";"10";"1.0";"0";NA;NA
"171";17214;13;1;"";"1";"1.0";"0";NA;NA
"172";17214;14;1;"";"3";"1.0";"0";NA;NA
"173";17214;15;1;"";"2";"1.0";"0";NA;NA
"174";17214;16;1;"";"1";"1.0";"0";NA;NA
"175";17214;17;1;"";"2";"1.0";"0";NA;NA
"176";17214;18;1;"";"2";"1.0";"0";NA;NA
"177";17214;19;1;"";"1";"1.0";"0";NA;NA
"178";17214;20;1;"";"10";"1.0";"0";NA;NA
"179";17214;21;1;"";"4";"1.0";"0";NA;NA
"180";17214;22;1;"";"4";"1.0";"0";NA;NA
"181";17214;23;1;"";"2";"1.0";"0";NA;NA
"182";17214;24;1;"";"1";"1.0";"0";NA;NA
"183";17214;25;1;"";"4";"1.0";"0";NA;NA
"184";17214;26;1;"";"4";"1.0";"0";NA;NA
"185";17214;27;1;"";"3";"1.0";"0";NA;NA
"186";17215;1;1;"";"4";"1.0";"0";NA;NA
"187";17215;2;1;"";"4";"1.0";"0";NA;NA
"188";17215;3;1;"";"1";"1.0";"0";NA;NA
"189";17215;4;1;"";"10";"1.0";"0";NA;NA
"190";17215;5;1;"";"1";"1.0";"0";NA;NA
"191";17215;6;1;"";"3";"1.0";"0";NA;NA
"192";17215;7;1;"";"3";"1.0";"0";NA;NA
"193";17215;8;1;"";"1";"1.0";"0";NA;NA
"194";17215;9;1;"";"9";"1.0";"0";NA;NA
"195";17215;10;1;"";"14";"1.0";"0";NA;NA
"196";17215;11;1;"";"5";"1.0";"0";NA;NA
"197";17215;12;1;"";"2";"1.0";"0";NA;NA
"198";17215;13;1;"";"5";"1.0";"0";NA;NA
"199";17215;14;1;"";"4";"1.0";"0";NA;NA
"200";17215;15;1;"";"3";"1.0";"0";NA;NA
"201";17215;16;1;"";"4";"1.0";"0";NA;NA
"202";17215;17;1;"";"3";"1.0";"0";NA;NA
"203";17215;18;1;"";"2";"1.0";"0";NA;NA
"204";17215;19;1;"";"2";"1.0";"0";NA;NA
"205";17215;20;1;"";"14";"1.0";"0";NA;NA
"206";17216;1;1;"";"6";"1.0";"0";NA;NA
"207";17216;2;1;"";"2";"1.0";"0";NA;NA
"208";17216;3;1;"";"1";"1.0";"0";NA;NA
"209";17216;4;1;"";"3";"1.0";"0";NA;NA
"210";17216;5;1;"";"1";"1.0";"0";NA;NA
"211";17216;6;1;"";"1";"1.0";"0";NA;NA
"212";17216;7;1;"";"2";"1.0";"0";NA;NA
"213";17216;8;1;"";"7";"1.0";"0";NA;NA
"214";17216;9;1;"";"1";"1.0";"0";NA;NA
"215";17216;10;1;"";"9";"1.0";"0";NA;NA
"216";17216;11;1;"";"14";"1.0";"0";NA;NA
"217";17216;12;1;"";"4";"1.0";"0";NA;NA
"218";17216;13;1;"";"1";"1.0";"0";NA;NA
"219";17216;14;1;"";"1";"1.0";"0";NA;NA
"220";17216;15;1;"";"4";"1.0";"0";NA;NA
"221";17216;16;1;"";"5";"1.0";"0";NA;NA
"222";17216;17;1;"";"2";"1.0";"0";NA;NA
"223";17216;18;1;"";"5";"1.0";"0";NA;NA
"224";17216;19;1;"";"4";"1.0";"0";NA;NA
"225";17216;20;1;"";"2";"1.0";"0";NA;NA
"226";17216;21;1;"";"3";"1.0";"0";NA;NA
"227";17216;22;1;"";"3";"1.0";"0";NA;NA
"228";17216;23;1;"";"2";"1.0";"0";NA;NA
"229";17216;24;1;"";"1";"1.0";"0";NA;NA
"230";17216;25;1;"";"1";"1.0";"0";NA;NA
"231";17216;26;1;"";"1";"1.0";"0";NA;NA
"232";17216;27;1;"";"14";"1.0";"0";NA;NA
"233";17217;1;1;"";"17";"1.0";"0";NA;NA
"234";17217;2;1;"";"8";"1.0";"0";NA;NA
"235";17217;3;1;"";"4";"1.0";"0";NA;NA
"236";17217;4;1;"";"2";"1.0";"0";NA;NA
"237";17217;5;1;"";"1";"1.0";"0";NA;NA
"238";17217;6;1;"";"2";"1.0";"0";NA;NA
"239";17217;7;1;"";"2";"1.0";"0";NA;NA
"240";17217;8;1;"";"2";"1.0";"0";NA;NA
"241";17217;9;1;"";"3";"1.0";"0";NA;NA
"242";17217;10;1;"";"5";"1.0";"0";NA;NA
"243";17217;11;1;"";"3";"1.0";"0";NA;NA
"244";17217;12;1;"";"4";"1.0";"0";NA;NA
"245";17217;13;1;"";"15";"1.0";"0";NA;NA
"246";17217;14;1;"";"9";"1.0";"0";NA;NA
"247";17217;15;1;"";"1";"1.0";"0";NA;NA
"248";17217;16;1;"";"2";"1.0";"0";NA;NA
"249";17217;17;1;"";"4";"1.0";"0";NA;NA
"250";17217;18;1;"";"2";"1.0";"0";NA;NA
"251";17217;19;1;"";"2";"1.0";"0";NA;NA
"252";17217;20;1;"";"2";"1.0";"0";NA;NA
"253";17217;21;1;"";"3";"1.0";"0";NA;NA
"254";17217;22;1;"";"1";"1.0";"0";NA;NA
"255";17217;23;1;"";"2";"1.0";"0";NA;NA
"256";17217;24;1;"";"3";"1.0";"0";NA;NA
"257";17217;25;1;"";"1";"1.0";"0";NA;NA
"258";17217;26;1;"";"5";"1.0";"0";NA;NA
"259";17217;27;1;"";"1";"1.0";"0";NA;NA
"260";17217;28;1;"";"4";"1.0";"0";NA;NA
"261";17217;29;1;"";"15";"1.0";"0";NA;NA
"262";17218;1;1;"";"19";"1.0";"0";NA;NA
"263";17218;2;1;"";"9";"1.0";"0";NA;NA
"264";17218;3;1;"";"3";"1.0";"0";NA;NA
"265";17218;4;1;"";"2";"1.0";"0";NA;NA
"266";17218;5;1;"";"1";"1.0";"0";NA;NA
"267";17218;6;1;"";"2";"1.0";"0";NA;NA
"268";17218;7;1;"";"2";"1.0";"0";NA;NA
"269";17218;8;1;"";"2";"1.0";"0";NA;NA
"270";17218;9;1;"";"2";"1.0";"0";NA;NA
"271";17218;10;1;"";"3";"1.0";"0";NA;NA
"272";17218;11;1;"";"2";"1.0";"0";NA;NA
"273";17218;12;1;"";"4";"1.0";"0";NA;NA
"274";17218;13;1;"";"3";"1.0";"0";NA;NA
"275";17218;14;1;"";"15";"1.0";"0";NA;NA
"276";17218;15;1;"";"9";"1.0";"0";NA;NA
"277";17218;16;1;"";"1";"1.0";"0";NA;NA
"278";17218;17;1;"";"2";"1.0";"0";NA;NA
"279";17218;18;1;"";"4";"1.0";"0";NA;NA
"280";17218;19;1;"";"2";"1.0";"0";NA;NA
"281";17218;20;1;"";"2";"1.0";"0";NA;NA
"282";17218;21;1;"";"2";"1.0";"0";NA;NA
"283";17218;22;1;"";"3";"1.0";"0";NA;NA
"284";17218;23;1;"";"1";"1.0";"0";NA;NA
"285";17218;24;1;"";"3";"1.0";"0";NA;NA
"286";17218;25;1;"";"3";"1.0";"0";NA;NA
"287";17218;26;1;"";"1";"1.0";"0";NA;NA
"288";17218;27;1;"";"3";"1.0";"0";NA;NA
"289";17218;28;1;"";"4";"1.0";"0";NA;NA
"290";17218;29;1;"";"1";"1.0";"0";NA;NA
"291";17218;30;1;"";"4";"1.0";"0";NA;NA
"292";17218;31;1;"";"15";"1.0";"0";NA;NA
"293";17219;1;1;"";"2";"1.0";"0";NA;NA
"294";17219;2;1;"";"6";"1.0";"0";NA;NA
"295";17219;3;1;"";"1";"1.0";"0";NA;NA
"296";17219;4;1;"";"2";"1.0";"0";NA;NA
"297";17219;5;1;"";"3";"1.0";"0";NA;NA
"298";17219;6;1;"";"2";"1.0";"0";NA;NA
"299";17219;7;1;"";"2";"1.0";"0";NA;NA
"300";17219;8;1;"";"2";"1.0";"0";NA;NA
"301";17219;9;1;"";"1";"1.0";"0";NA;NA
"302";17219;10;1;"";"15";"1.0";"0";NA;NA
"303";17219;11;1;"";"2";"1.0";"0";NA;NA
"304";17219;12;1;"";"3";"1.0";"0";NA;NA
"305";17219;13;1;"";"15";"1.0";"0";NA;NA
"306";17219;14;1;"";"3";"1.0";"0";NA;NA
"307";17219;15;1;"";"2";"1.0";"0";NA;NA
"308";17219;16;1;"";"2";"1.0";"0";NA;NA
"309";17219;17;1;"";"1";"1.0";"0";NA;NA
"310";17219;18;1;"";"2";"1.0";"0";NA;NA
"311";17219;19;1;"";"1";"1.0";"0";NA;NA
"312";17219;20;1;"";"6";"1.0";"0";NA;NA
"313";17219;21;1;"";"1";"1.0";"0";NA;NA
"314";17219;22;1;"";"3";"1.0";"0";NA;NA
"315";17219;23;1;"";"2";"1.0";"0";NA;NA
"316";17219;24;1;"";"4";"1.0";"0";NA;NA
"317";17219;25;1;"";"3";"1.0";"0";NA;NA
"318";17219;26;1;"";"2";"1.0";"0";NA;NA
"319";17219;27;1;"";"1";"1.0";"0";NA;NA
"320";17219;28;1;"";"1";"1.0";"0";NA;NA
"321";17219;29;1;"";"2";"1.0";"0";NA;NA
"322";17220;1;1;"";"2";"1.0";"0";NA;NA
"323";17220;2;1;"";"1";"1.0";"0";NA;NA
"324";17220;3;1;"";"3";"1.0";"0";NA;NA
"325";17220;4;1;"";"1";"1.0";"0";NA;NA
"326";17220;5;1;"";"2";"1.0";"0";NA;NA
"327";17220;6;1;"";"1";"1.0";"0";NA;NA
"328";17220;7;1;"";"3";"1.0";"0";NA;NA
"329";17220;8;1;"";"2";"1.0";"0";NA;NA
"330";17220;9;1;"";"2";"1.0";"0";NA;NA
"331";17220;10;1;"";"1";"1.0";"0";NA;NA
"332";17220;11;1;"";"2";"1.0";"0";NA;NA
"333";17220;12;1;"";"2";"1.0";"0";NA;NA
"334";17220;13;1;"";"1";"1.0";"0";NA;NA
"335";17220;14;1;"";"2";"1.0";"0";NA;NA
"336";17220;15;1;"";"20";"1.0";"0";NA;NA
"337";17220;16;1;"";"2";"1.0";"0";NA;NA
"338";17220;17;1;"";"6";"1.0";"0";NA;NA
"339";17220;18;1;"";"2";"1.0";"0";NA;NA
"340";17220;19;1;"";"2";"1.0";"0";NA;NA
"341";17220;20;1;"";"3";"1.0";"0";NA;NA
"342";17220;21;1;"";"2";"1.0";"0";NA;NA
"343";17220;22;1;"";"2";"1.0";"0";NA;NA
"344";17220;23;1;"";"2";"1.0";"0";NA;NA
"345";17220;24;1;"";"2";"1.0";"0";NA;NA
"346";17220;25;1;"";"2";"1.0";"0";NA;NA
"347";17220;26;1;"";"2";"1.0";"0";NA;NA
"348";17220;27;1;"";"2";"1.0";"0";NA;NA
"349";17220;28;1;"";"1";"1.0";"0";NA;NA
"350";17220;29;1;"";"2";"1.0";"0";NA;NA
"351";17220;30;1;"";"20";"1.0";"0";NA;NA
"352";17220;31;1;"";"4";"1.0";"0";NA;NA
"353";17220;32;1;"";"3";"1.0";"0";NA;NA
"354";17221;1;1;"";"20";"1.0";"0";NA;NA
"355";17221;2;1;"";"2";"1.0";"0";NA;NA
"356";17221;3;1;"";"4";"1.0";"0";NA;NA
"357";17221;4;1;"";"1";"1.0";"0";NA;NA
"358";17221;5;1;"";"2";"1.0";"0";NA;NA
"359";17221;6;1;"";"4";"1.0";"0";NA;NA
"360";17221;7;1;"";"6";"1.0";"0";NA;NA
"361";17221;8;1;"";"4";"1.0";"0";NA;NA
"362";17221;9;1;"";"4";"1.0";"0";NA;NA
"363";17221;10;1;"";"4";"1.0";"0";NA;NA
"364";17221;11;1;"";"2";"1.0";"0";NA;NA
"365";17221;12;1;"";"6";"1.0";"0";NA;NA
"366";17221;13;1;"";"2";"1.0";"0";NA;NA
"367";17221;14;1;"";"2";"1.0";"0";NA;NA
"368";17221;15;1;"";"4";"1.0";"0";NA;NA
"369";17221;16;1;"";"4";"1.0";"0";NA;NA
"370";17221;17;1;"";"2";"1.0";"0";NA;NA
"371";17221;18;1;"";"4";"1.0";"0";NA;NA
"372";17222;1;1;"";"2";"1.0";"0";NA;NA
"373";17222;2;1;"";"2";"1.0";"0";NA;NA
"374";17222;3;1;"";"4";"1.0";"0";NA;NA
"375";17222;4;1;"";"2";"1.0";"0";NA;NA
"376";17222;5;1;"";"6";"1.0";"0";NA;NA
"377";17222;6;1;"";"14";"1.0";"0";NA;NA
"378";17222;7;1;"";"6";"1.0";"0";NA;NA
"379";17222;8;1;"";"2";"1.0";"0";NA;NA
"380";17222;9;1;"";"6";"1.0";"0";NA;NA
"381";17222;10;1;"";"14";"1.0";"0";NA;NA
"382";17222;11;1;"";"4";"1.0";"0";NA;NA
"383";17222;12;1;"";"6";"1.0";"0";NA;NA
"384";17222;13;1;"";"4";"1.0";"0";NA;NA
"385";17222;14;1;"";"2";"1.0";"0";NA;NA
"386";17222;15;1;"";"2";"1.0";"0";NA;NA
"387";17222;16;1;"";"2";"1.0";"0";NA;NA
"388";17222;17;1;"";"2";"1.0";"0";NA;NA
"389";17222;18;1;"";"2";"1.0";"0";NA;NA
"390";17223;1;1;"";"2";"1.0";"0";NA;NA
"391";17223;2;1;"";"2";"1.0";"0";NA;NA
"392";17223;3;1;"";"3";"1.0";"0";NA;NA
"393";17223;4;1;"";"2";"1.0";"0";NA;NA
"394";17223;5;1;"";"6";"1.0";"0";NA;NA
"395";17223;6;1;"";"14";"1.0";"0";NA;NA
"396";17223;7;1;"";"6";"1.0";"0";NA;NA
"397";17223;8;1;"";"2";"1.0";"0";NA;NA
"398";17223;9;1;"";"6";"1.0";"0";NA;NA
"399";17223;10;1;"";"14";"1.0";"0";NA;NA
"400";17223;11;1;"";"4";"1.0";"0";NA;NA
"401";17223;12;1;"";"6";"1.0";"0";NA;NA
"402";17223;13;1;"";"4";"1.0";"0";NA;NA
"403";17223;14;1;"";"2";"1.0";"0";NA;NA
"404";17223;15;1;"";"2";"1.0";"0";NA;NA
"405";17223;16;1;"";"2";"1.0";"0";NA;NA
"406";17223;17;1;"";"2";"1.0";"0";NA;NA
"407";17223;18;1;"";"2";"1.0";"0";NA;NA
"408";17224;1;1;"";"16";"1.0";"0";NA;NA
"409";17224;2;1;"";"6";"1.0";"0";NA;NA
"410";17224;3;1;"";"2";"1.0";"0";NA;NA
"411";17224;4;1;"";"8";"1.0";"0";NA;NA
"412";17224;5;1;"";"3";"1.0";"0";NA;NA
"413";17224;6;1;"";"8";"1.0";"0";NA;NA
"414";17224;7;1;"";"5";"1.0";"0";NA;NA
"415";17224;8;1;"";"1";"1.0";"0";NA;NA
"416";17224;9;1;"";"16";"1.0";"0";NA;NA
"417";17224;10;1;"";"7";"1.0";"0";NA;NA
"418";17224;11;1;"";"10";"1.0";"0";NA;NA
"419";17224;12;1;"";"6";"1.0";"0";NA;NA
"420";17224;13;1;"";"6";"1.0";"0";NA;NA
"421";17224;14;1;"";"1";"1.0";"0";NA;NA
"422";17224;15;1;"";"2";"1.0";"0";NA;NA
"423";17224;16;1;"";"2";"1.0";"0";NA;NA
"424";17224;17;1;"";"4";"1.0";"0";NA;NA
"425";17225;1;1;"";"20";"1.0";"0";NA;NA
"426";17225;2;1;"";"6";"1.0";"0";NA;NA
"427";17225;3;1;"";"1";"1.0";"0";NA;NA
"428";17225;4;1;"";"3";"1.0";"0";NA;NA
"429";17225;5;1;"";"4";"1.0";"0";NA;NA
"430";17225;6;1;"";"7";"1.0";"0";NA;NA
"431";17225;7;1;"";"3";"1.0";"0";NA;NA
"432";17225;8;1;"";"3";"1.0";"0";NA;NA
"433";17225;9;1;"";"1";"1.0";"0";NA;NA
"434";17225;10;1;"";"1";"1.0";"0";NA;NA
"435";17225;11;1;"";"2";"1.0";"0";NA;NA
"436";17225;12;1;"";"20";"1.0";"0";NA;NA
"437";17225;13;1;"";"6";"1.0";"0";NA;NA
"438";17225;14;1;"";"3";"1.0";"0";NA;NA
"439";17225;15;1;"";"7";"1.0";"0";NA;NA
"440";17225;16;1;"";"5";"1.0";"0";NA;NA
"441";17225;17;1;"";"1";"1.0";"0";NA;NA
"442";17225;18;1;"";"3";"1.0";"0";NA;NA
"443";17225;19;1;"";"2";"1.0";"0";NA;NA
"444";17225;20;1;"";"2";"1.0";"0";NA;NA
"445";17225;21;1;"";"6";"1.0";"0";NA;NA
"446";17225;22;1;"";"2";"1.0";"0";NA;NA
"447";17225;23;1;"";"4";"1.0";"0";NA;NA
"448";17225;24;1;"";"1";"1.0";"0";NA;NA
"449";17225;25;1;"";"3";"1.0";"0";NA;NA
"450";17226;1;1;"";"16";"1.0";"0";NA;NA
"451";17226;2;1;"";"5";"1.0";"0";NA;NA
"452";17226;3;1;"";"2";"1.0";"0";NA;NA
"453";17226;4;1;"";"7";"1.0";"0";NA;NA
"454";17226;5;1;"";"6";"1.0";"0";NA;NA
"455";17226;6;1;"";"2";"1.0";"0";NA;NA
"456";17226;7;1;"";"1";"1.0";"0";NA;NA
"457";17226;8;1;"";"3";"1.0";"0";NA;NA
"458";17226;9;1;"";"3";"1.0";"0";NA;NA
"459";17226;10;1;"";"3";"1.0";"0";NA;NA
"460";17226;11;1;"";"3";"1.0";"0";NA;NA
"461";17226;12;1;"";"2";"1.0";"0";NA;NA
"462";17226;13;1;"";"2";"1.0";"0";NA;NA
"463";17226;14;1;"";"1";"1.0";"0";NA;NA
"464";17226;15;1;"";"1";"1.0";"0";NA;NA
"465";17226;16;1;"";"1";"1.0";"0";NA;NA
"466";17226;17;1;"";"2";"1.0";"0";NA;NA
"467";17226;18;1;"";"16";"1.0";"0";NA;NA
"468";17226;19;1;"";"3";"1.0";"0";NA;NA
"469";17226;20;1;"";"5";"1.0";"0";NA;NA
"470";17226;21;1;"";"3";"1.0";"0";NA;NA
"471";17226;22;1;"";"4";"1.0";"0";NA;NA
"472";17226;23;1;"";"6";"1.0";"0";NA;NA
"473";17226;24;1;"";"4";"1.0";"0";NA;NA
"474";17226;25;1;"";"2";"1.0";"0";NA;NA
"475";17226;26;1;"";"6";"1.0";"0";NA;NA
"476";17226;27;1;"";"4";"1.0";"0";NA;NA
"477";17227;1;1;"";"20";"1.0";"0";NA;NA
"478";17227;2;1;"";"6";"1.0";"0";NA;NA
"479";17227;3;1;"";"4";"1.0";"0";NA;NA
"480";17227;4;1;"";"3";"1.0";"0";NA;NA
